name,short,code,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,g20,tx,ty,gx,gy,cx,cy,w,rate,peak,code,peak1,peak2,peak3,g20
Qatar,Qatar,QAT,2020,2210,2180,2540,2980,3000,3330,3390,3530,3850,4180,4500,4850,11100,11700,12200,12800,14000,15400,16700,13500,16200,19100,21700,18500,18200,17600,16300,17800,21200,19000,17500,17100,15700,18500,18100,19400,17600,18300,21000,18500,24500,34200,38100,38000,39400,40800,50000,46200,48200,53400,60700,61100,63200,68200,76900,91900,95800,102000,111000,125000,126000,143000,136000,161000,186000,,818.5,425.4,637,398.9,null,null,29.9,,,QAT,,,,
Rwanda,Rwa.,RWA,2990,3040,3000,3000,2970,2960,2960,2960,2960,3030,3080,3240,3330,3480,3500,3590,3740,3920,3850,4060,4050,4150,4200,4300,4310,4350,4580,4450,4630,4560,4780,5160,5400,5690,5750,5760,5670,5680,5870,5940,5510,5470,5640,5690,5760,6050,6220,6430,6930,7100,6870,7000,7200,7370,7460,7730,5040,4870,5250,5240,5980,6830,7310,7540,7560,7960,,607.1,531.2,468.9,408.4,null,null,8.1,,,RWA,,,,
Sudan,Sud.,SDN,38500,38800,38900,38800,38800,38700,38600,38800,39000,39400,40000,42700,43500,45600,47800,49100,51500,54500,56700,58100,59400,60400,61700,63900,65000,65800,66300,66900,67700,70500,73700,75500,78200,78800,80200,82100,81500,81600,84600,85400,86300,87800,93300,96500,103000,105000,107000,117000,125000,127000,127000,112000,128000,113000,125000,122000,281000,267000,299000,381000,300000,352000,355000,277000,233000,309000,,607.1,425.4,466.5,390.3,null,null,15,,,SDN,,,,
Senegal,Sen.,SEN,10500,10400,10300,10100,9870,9600,9350,9110,8780,8700,9180,9600,9580,9940,10300,11600,12100,11300,10800,11500,12300,12500,12400,12300,12700,13600,13000,13600,14200,14400,14600,14700,14700,14100,14900,14700,15100,15300,15700,16900,16300,16700,17100,17500,18100,17900,18100,17800,18800,20900,20900,21400,19700,18900,20700,21900,27100,26800,27600,26400,31600,30900,28800,30600,30500,31400,,465.9,390.1,394.6,342.9,null,null,12.8,,,SEN,,,,
Singapore,Sin.,SGP,1450,1890,2190,2210,2360,2510,2560,1480,1770,1570,1410,1770,2080,2500,2620,2180,1420,2600,3730,4620,9500,8770,11400,11000,11500,12600,15200,14600,16700,18000,16200,14400,15700,18100,17200,18100,18800,17700,19400,22100,23600,24300,25900,27600,33000,27800,33800,42500,39900,43800,48900,51400,44200,32100,30000,31600,32300,23800,37100,52600,52700,52500,53700,78900,80000,84500,,959.5,460.6,860.5,464.9,396.6,519.7,23.3,,,SGP,,,1,
Solomon Islands,Solo. Is.,SLB,22,22.5,25.2,25.7,26.2,34.5,35.1,35.6,36.3,36.9,37.6,52,53.2,56.6,61.9,74.6,76.1,88.2,101,107,114,129,139,156,167,166,179,205,195,240,243,281,263,281,280,289,289,271,268,272,260,1950,1940,1940,1940,1950,1950,1950,1950,1960,1960,1970,1970,1980,1980,1980,1920,1940,1950,1960,1960,2330,2330,2340,2340,2350,,1135.8,566.4,1023.9,594.9,null,null,7,,,SLB,,,,
Sierra Leone,S. Leone,SLE,6460,6570,6520,6620,6670,6840,6940,7270,7190,7340,7970,7770,7880,8240,8340,8580,8710,8840,8840,9920,9440,9540,9570,9660,9720,9400,9990,9540,9970,10000,9880,10700,11300,11900,12100,11800,11700,11600,12000,11800,12100,11900,12600,13100,13900,14500,14300,13900,14900,14400,14300,14600,14700,13700,13900,14600,11600,11100,11400,11400,11500,12100,13600,13300,13400,13800,,395.4,460.6,390.2,365.6,null,null,8.6,,,SLE,,,,
El Salvador,El Sal.,SLV,4580,5440,5880,6260,6660,6980,7340,7680,7920,8140,8320,9520,10100,11100,11600,11600,12200,12100,12400,12500,12900,12200,12400,12400,12400,12500,12900,13400,13800,13600,13000,12700,14800,15700,15900,17000,17400,18200,18400,18600,18700,19500,18100,18100,18600,18400,18200,19000,18800,18800,18600,19100,19000,19300,19300,19500,13400,13600,13400,13000,13000,12800,13000,12100,12500,13100,,42.8,249.1,130.8,451.8,null,null,11.8,,,SLV,,,,
Somalia,Som.,SOM,19600,19600,19200,18800,18200,17600,17000,16500,16000,15800,15800,16500,17100,17800,18600,19300,19900,20900,21500,22100,22300,22200,22700,22700,22600,23900,24000,25300,26800,26600,26700,27500,29000,28800,29200,30000,30300,31400,32700,32400,30300,27200,25700,27900,30200,31300,31800,32100,32600,32600,32800,33300,33600,33400,33800,34600,43700,42600,42700,42800,43100,41100,41400,41600,41800,41300,,677.4,495.9,495.4,404.6,null,null,7.8,,0,SOM,,,,
Serbia,Ser.,SRB,31000,30600,30800,30600,32600,34500,36600,38000,37900,40400,42200,43700,44300,45800,48600,48800,48500,47900,49000,49000,55600,59000,56500,59100,60200,62800,62800,60400,62700,64700,63500,73400,67900,72700,77200,78100,79400,78700,79500,79400,78500,51100,56200,49100,47500,50800,58200,62400,64900,47600,51500,54600,58000,61000,67300,63600,8250,7970,7170,2290,1840,68800,64700,65700,58700,68100,,571.6,249.1,518.7,252.9,null,null,20.1,,,SRB,1,,1,
South Sudan,,SSD,42300,42200,41500,40600,39500,38300,37100,36100,35200,34800,34800,37200,37400,38200,38900,39300,40000,40900,41500,41900,42100,42400,42800,43500,43900,44100,44600,44500,45000,45900,46600,47700,48900,49500,50100,50300,50000,50200,50800,51000,50900,50700,52100,52900,54300,55000,54000,56500,61700,62500,65000,55100,65600,58700,62000,63700,59700,65900,65500,71500,61500,67300,69100,64600,63500,67200,,607.1,460.6,448,390.3,null,null,19.8,,,SSD,,,,
Sao Tome and Principe,S.T. and P.,STP,21.4,22.5,22.6,22.5,22.3,22.1,26,29.9,25.8,26,30.4,31.6,32.5,28.7,32.7,33,33.4,35,39.9,40.4,40.5,36.9,36.6,41.2,44.7,45.7,58.3,58.5,62.8,63.2,71.3,77.1,80.9,89.6,87.2,91.5,88.8,89.9,87.3,88.3,90.1,91.7,93.1,93.6,95.2,96.3,97.4,98.5,99.2,100,103,108,117,126,134,139,440,442,443,452,460,172,185,187,189,193,,466,531.2,427.5,400.8,null,null,6.8,,,STP,,,,
Suriname,Suri.,SUR,1400,1520,1620,1730,1830,1880,1980,2080,2090,2200,2320,2490,2650,2760,2930,3210,3540,3880,4060,4130,4480,4220,4230,4650,4190,4450,4700,4450,5250,5180,5370,4820,5030,4510,4440,4650,4910,4770,4780,5010,4570,4900,4860,4680,4580,4630,4620,4610,4700,4160,4030,4230,3300,3850,3600,3350,7190,6880,7630,8650,7300,6840,8600,7780,7680,7790,,289.6,390.1,228.9,485.5,null,null,9.2,,,SUR,,,,
Eswatini,Swazi.,SWZ,1480,1490,1460,1450,1420,1390,1360,1330,1320,1310,1350,1450,1480,1500,1550,1590,1700,1780,1850,1950,2030,2080,2090,2140,2100,2140,2190,2170,2320,2380,2380,2400,2430,2330,2390,2520,2550,2540,2570,2600,2720,2600,2700,2410,2850,2910,2810,3640,3680,3590,3570,3420,3390,3310,3380,3390,2880,3260,3240,2880,3040,3000,3230,3160,3220,3320,,607.1,636.9,482.5,462.9,null,null,8.5,,,SWZ,,,,
Syrian Arab Republic,Syr.,SYR,2430,2460,2640,2770,2930,4110,4570,4650,4930,5060,6140,5810,6210,6910,7960,7580,8960,8830,10400,12000,11400,13600,12600,12500,14700,16800,20000,21300,22300,29900,28700,35000,33000,37200,42000,38500,40200,48700,49600,47000,51600,56200,57600,60600,61700,57600,59200,58000,68400,70600,69500,65500,56100,72100,69300,69200,72000,85100,85200,79700,78700,75100,62700,54000,47800,78500,,712.7,354.9,555.7,315,null,null,18.7,,,SYR,,,,
Turks and Caicos Islands,Tca.,TCA,0.68,0.714,0.749,0.785,0.822,0.86,0.899,0.939,0.981,1.02,1.07,1.12,1.17,1.22,1.27,1.33,1.39,1.44,1.5,1.56,1.73,1.74,1.73,1.72,1.69,1.65,1.64,1.65,1.7,1.76,1.83,1.94,2.05,2.18,2.31,2.45,2.54,2.61,2.67,2.74,32.2,32.3,38.2,43.6,47.4,51.2,51.4,58.9,62.7,70.2,74.1,78.2,104,108,108,127,477,500,515,517,526,222,229,230,237,241,,null,null,232.6,394.4,null,null,7,,,TCA,,,,
Chad,Chad,TCD,13600,13600,13400,13100,12800,12400,12000,11600,11400,11200,11200,11600,11800,12000,12200,12400,12600,12900,13100,13200,13300,13400,13900,13400,12400,12700,12900,13500,13600,14000,14300,14400,14700,14800,13800,13900,14200,14400,14500,14800,13800,13700,14000,12500,15500,18800,22600,27000,33400,32300,29700,27700,25900,25800,25800,26900,52500,53300,53400,51400,52400,53300,53300,53300,52100,52400,,571.9,460.6,457.2,384,null,null,7.9,,,TCD,,,,
Togo,Togo,TGO,8540,8740,8530,8600,8660,8730,8790,8870,8940,9050,9200,9480,9580,9950,10200,10400,10400,10500,10400,10700,10500,10600,11100,11400,11400,10900,11700,11000,11200,11800,11600,12500,13600,14000,14700,14300,14400,14600,15400,15200,15100,14500,16000,17100,17700,19200,19600,19200,20700,19900,19500,19300,19400,18200,17800,19700,12100,12600,13400,14500,14500,14800,14800,15400,15500,15600,,466,460.6,407.2,375.5,null,null,9.7,,,TGO,,,,
Thailand,Tha.,THA,191000,195000,200000,181000,182000,184000,186000,188000,187000,190000,192000,194000,193000,195000,194000,197000,209000,210000,190000,187000,184000,185000,185000,207000,213000,220000,241000,258000,271000,277000,287000,307000,311000,324000,329000,336000,334000,342000,361000,377000,389000,442000,464000,488000,496000,511000,523000,523000,491000,493000,487000,489000,571000,605000,633000,598000,308000,309000,307000,320000,332000,340000,360000,362000,373000,382000,,959.5,390.1,815.4,425.4,null,null,45,,,THA,,,,
Tajikistan,Taj.,TJK,4890,5470,5800,6140,6540,7070,7610,8200,8780,9030,9530,10000,10800,11500,12000,12700,13500,14200,14700,15300,15700,16600,17500,18300,19200,20300,20900,21500,22300,22700,24000,24400,24500,25400,25900,27000,27200,28500,29200,29100,28500,29800,25800,21700,15400,12500,10300,10100,8870,8490,8380,8250,8160,8530,9450,9000,9650,8860,8900,9540,9460,8930,9500,9890,11000,10200,,853.7,319.6,,,,,,,,TJK,1,,1,
Turkmenistan,Turkm.,TKM,6370,6680,7130,7640,8240,8990,9820,10700,11600,12500,13400,14200,15300,16400,17300,18200,19400,20600,21600,22800,25900,26900,28200,30000,32300,34800,37200,39400,41900,42700,44800,46600,48800,51100,53100,56200,57400,60200,63700,64300,64000,63500,46800,49300,39700,40200,39600,32600,34700,45500,57300,59300,62700,69500,70200,72400,74600,79900,82300,68000,75300,90000,93200,95900,98400,106000,,818.5,319.6,684.7,326.6,null,null,25,,,TKM,,,,
Timor-Leste,T.L.,TLS,2200,2240,2300,2070,2060,2080,2090,2110,2100,2110,2130,2170,2100,2140,2140,2190,2250,2240,1920,1880,1890,1890,1930,2090,2190,2150,2260,2320,2350,2360,2370,2620,2690,2740,2790,2820,2810,2820,2860,2930,3000,3570,3700,3820,3990,4080,3900,3900,3850,3650,3710,3790,4670,4890,4960,4620,8600,8580,8650,8660,8650,7340,7450,7560,7620,7560,,994.7,531.2,955.3,511.9,null,null,7.6,,,TLS,,,,
Tonga,Tonga,TON,35.8,36.4,37,37.6,38.3,39.1,39.9,40.7,41.5,42.3,48.3,49.5,54.2,55.6,55.4,55.2,59.7,62.5,65.2,61.9,79.3,70.5,74.2,83.3,82.4,102,105,113,138,143,144,163,150,137,128,140,143,160,182,174,173,192,170,184,190,189,171,193,182,207,194,187,202,240,215,217,-275,-291,-283,-245,-266,209,227,231,246,245,,1206.4,601.7,20.4,616.9,null,null,6.8,,,TON,,,,
Trinidad and Tobago,T.,TTO,3250,3480,3820,4030,3990,3930,4160,3910,4900,4570,4110,6280,9020,3440,5650,7150,6060,6740,6220,6180,11600,10600,10900,12100,12900,12500,19200,19600,19300,20700,21100,21200,23700,22400,24000,27500,24000,24300,23100,23600,24300,24600,26800,25100,25700,25100,29900,27600,30400,35600,38100,42000,46400,53500,57200,66100,73300,77100,76500,76900,80800,83600,84100,87200,88900,91100,,219.1,319.6,198.1,433.3,null,null,21.6,,,TTO,,,,
Tunisia,Tuni.,TUN,5090,5260,5290,5160,5090,5190,5050,4970,4790,4910,5060,5660,5580,5820,6910,6870,7560,7820,8440,9020,8790,9610,10400,10700,11500,11900,12100,13200,13700,14600,15600,15900,15800,17700,18300,19000,19000,19000,19500,20400,20500,22600,22400,24100,23400,23500,25600,26100,27800,28500,30400,31700,31500,32000,33200,33800,34300,34600,35400,36000,39000,37600,38800,39400,40800,41400,,536.5,390.1,469.3,348.6,null,null,17.8,,,TUN,,,,
Taiwan,Tw.,TWN,9370,10800,12700,13400,14100,15600,16800,18000,20000,22000,23100,23900,25600,26700,28500,29600,31500,34100,36400,38600,41200,44000,48600,53800,53000,57400,70800,76400,86600,91800,99800,90600,90500,99200,101000,102000,113000,116000,133000,143000,144000,155000,166000,178000,185000,196000,205000,223000,224000,233000,246000,255000,265000,275000,290000,288000,296000,307000,292000,277000,299000,300000,290000,293000,297000,296000,,1065.3,390.1,null,null,null,null,null,,,TWN,,,,
Tanzania,Tanz.,TZA,53600,54300,53200,53000,52500,52100,51700,51500,51300,51300,52000,54200,55000,56900,58100,60500,60300,61500,61300,63500,65300,62900,64000,66400,66200,65900,69500,66800,69200,72000,69500,73900,78300,81100,80700,79700,79300,82200,81900,82000,96500,95600,100000,102000,106000,114000,115000,108000,121000,118000,110000,121000,116000,121000,120000,130000,289000,305000,307000,300000,305000,293000,295000,293000,292000,299000,,677.5,566.4,482.5,427.8,null,null,13.8,,,TZA,,,,
Uganda,Ug.,UGA,14400,14600,14400,14200,14000,13700,13500,13200,13100,13200,13300,14800,14700,15100,15400,15900,16200,16700,17100,18100,18700,19000,19400,19600,19900,20100,20600,20200,21100,21300,20700,21200,21900,22500,23000,23100,23600,22100,23000,23500,24400,24700,25600,26300,26600,27600,27800,28800,30800,30500,30300,29900,31000,32900,33100,36000,52900,56600,63000,65000,64900,65300,67200,69700,69200,72000,,642.4,495.9,null,null,null,null,null,,,UGA,,,,
Ukraine,Ukr.,UKR,237000,310000,336000,361000,394000,436000,473000,512000,544000,526000,542000,550000,568000,594000,616000,641000,665000,681000,689000,702000,722000,736000,755000,769000,781000,804000,825000,839000,905000,913000,939000,914000,923000,929000,928000,988000,995000,1020000,1040000,1010000,981000,833000,773000,682000,573000,528000,480000,463000,438000,405000,383000,430000,417000,424000,424000,429000,449000,453000,440000,379000,394000,431000,420000,411000,366000,320000,,606.9,178.6,543.1,188.5,101.2,491.4,39.3,,0,UKR,1,1,1,
Uruguay,Uru.,URY,15300,16100,17600,19100,20800,22500,24100,26000,26900,28500,29200,29800,29800,29800,30200,30000,30300,30100,30400,32000,30800,30600,31400,32500,34000,36100,34000,33200,33100,34700,36900,37100,36200,31900,30300,31000,31200,33200,35600,33900,31400,33100,35000,35100,34600,34800,36200,35700,35100,36000,33900,33600,33700,33200,33800,35100,18700,17800,21000,20800,18300,30000,31400,30700,29900,30900,,254.3,460.6,186.8,522.6,null,null,12,,,URY,,,,
Uzbekistan,Uzb.,UZB,20400,21600,23000,24400,26200,28800,31400,34500,37700,40600,43600,47100,51400,55900,59900,64200,68700,73200,76900,80900,84600,89900,94300,100000,106000,113000,120000,125000,132000,133000,138000,143000,148000,154000,160000,170000,172000,183000,193000,195000,193000,194000,187000,219000,197000,198000,204000,193000,186000,195000,214000,217000,223000,220000,217000,215000,235000,235000,251000,229000,220000,210000,212000,226000,231000,235000,,818.5,284.3,680.1,297,null,null,29.6,,,UZB,,,,
St. Vincent and the Grenadines,Vct.,VCT,42.5,44.4,54.7,53.9,57.4,61.1,64.9,68.6,76,79.1,81.5,87.3,90.4,95.1,101,98.4,108,110,116,129,136,136,144,154,149,156,158,165,170,164,173,175,181,192,217,216,217,226,222,211,399,378,372,386,389,403,412,420,401,359,287,324,325,337,361,343,527,536,538,624,534,353,408,365,366,375,,219.1,284.3,262.4,454.1,null,null,7,,,VCT,,,,
"Venezuela, RB",Ven.,VEN,84600,102000,109000,110000,116000,128000,136000,143000,130000,143000,137000,147000,155000,161000,166000,174000,173000,184000,187000,193000,202000,180000,179000,183000,189000,175000,170000,177000,184000,195000,212000,213000,242000,250000,257000,272000,286000,292000,299000,294000,311000,306000,279000,295000,298000,303000,291000,304000,340000,338000,321000,341000,355000,356000,313000,328000,256000,251000,267000,264000,277000,318000,345000,339000,335000,328000,,219.1,390.1,182.4,457.4,null,null,37.3,,,VEN,,,,
British Virgin Islands,Br. V. Is.,VGB,7.59,7.97,8.54,9.25,10.1,10.9,11.8,12.7,13.5,14.2,14.7,16.4,19.6,17.4,18.3,18.5,22,14.7,26.9,28.9,28.7,33.1,33.3,37.3,38,38.2,38.8,42.7,42.5,42.7,43.4,58.6,51.2,55.1,55.2,62.2,69.2,76.3,80.5,80.8,81.1,81.4,85.5,89.3,97,101,112,116,121,121,121,125,132,140,144,151,199,206,218,222,229,201,201,201,205,212,,null,null,254,413.9,null,null,7,,,VGB,,,,
Viet Nam,Viet.,VNM,71700,73100,75900,72000,74400,77600,79100,81200,84400,87400,89200,89500,90400,88800,93700,94600,99900,105000,98100,101000,101000,96200,95900,103000,100000,101000,101000,107000,109000,111000,114000,121000,124000,127000,127000,131000,135000,138000,137000,134000,140000,154000,158000,163000,171000,177000,187000,198000,206000,208000,217000,223000,258000,274000,300000,300000,222000,230000,246000,266000,279000,275000,269000,283000,303000,329000,,1030,390.1,842.4,387.6,null,null,35.7,,,VNM,,,,
Vanuatu,Van.,VUT,123,126,130,133,137,141,146,150,155,160,164,177,175,190,221,221,266,284,274,267,268,309,315,334,355,360,363,359,356,352,350,340,347,360,362,441,386,384,401,406,432,445,463,489,494,499,520,522,521,523,501,483,484,497,482,492,461,587,589,584,597,634,622,618,673,676,,1171.1,601.7,1024,609.8,null,null,6.9,,,VUT,,,,
Samoa,Samoa,WSM,66.7,67.9,73,74.4,79.8,81.5,83.3,88.9,87,92.7,94.6,99.7,101,113,118,122,119,124,132,134,136,144,146,148,150,183,175,210,239,233,241,251,266,267,271,280,296,310,310,316,295,-1760,-1760,-1760,-1750,-1750,-1740,-1740,-1730,-1720,-1700,269,248,262,257,269,-158,-150,-142,-134,-134,444,419,420,420,435,,1206.4,566.4,20.4,557.2,null,null,7,,,WSM,,,,
"Yemen, Rep.",Yemen,YEM,3310,3390,3530,3680,8230,6400,6400,7160,6210,7030,8130,7100,8370,7430,8220,8620,8080,7760,16000,8760,6530,6280,5780,6890,6660,6750,6900,7370,7590,7780,7950,8960,10800,11200,12200,13800,13500,14000,15600,16200,16700,16100,17000,16000,18200,19500,20000,23300,22400,24600,26200,27900,27600,30400,32100,34300,37100,37400,38300,41000,40300,37300,36700,44100,41800,45300,,712.7,425.4,556.6,413.9,null,null,16.9,,,YEM,,,,
Zambia,Zambia,ZMB,61300,62500,61700,62100,62400,63100,63500,63700,63400,64400,65000,66700,67200,68700,69400,71300,71200,73300,72700,74700,79900,69300,71700,74500,73100,73500,75300,73600,75800,82300,76600,79100,85400,87900,85000,83700,82400,88300,84700,84900,169000,167000,174000,174000,179000,183000,189000,177000,186000,173000,181000,176000,172000,172000,181000,202000,409000,390000,411000,362000,397000,358000,360000,387000,376000,373000,,571.9,566.4,468.9,417.2,null,null,10.9,,0,ZMB,,,,
Zimbabwe,Zimb.,ZWE,17900,18400,18600,18900,19200,19900,20200,20300,19500,20200,20100,21100,21300,21700,21700,23000,24000,24500,25900,28000,29300,30500,29800,31600,31700,30400,34000,32100,31300,31200,30500,31000,31100,32900,32800,33300,36800,39300,40500,40100,40900,39500,42200,39400,42200,40400,42300,41100,42700,44600,41500,40700,37800,35000,34500,36100,63100,62900,61500,59200,61600,62000,59200,62800,63600,63900,,607.1,601.7,468.9,428.1,null,null,14,,,ZWE,,,,
